2020_CountyName,2020_area_damaged_open_space,2020_area_damaged_ll,2020_area_damaged_all,2010_CountyName,2010_area_damaged_open_space,2010_area_damaged_ll,2010_area_damaged_all,2017_CountyName,2017_area_damaged_open_space,2017_area_damaged_ll,2017_area_damaged_all,2008_CountyName,2008_area_damaged_open_space,2008_area_damaged_ll,2008_area_damaged_all,2006_CountyName,2006_area_damaged_open_space,2006_area_damaged_ll,2006_area_damaged_all,2016_CountyName,2016_area_damaged_open_space,2016_area_damaged_ll,2016_area_damaged_all,2000_CountyName,2000_area_damaged_open_space,2000_area_damaged_ll,2000_area_damaged_all,2002_CountyName,2002_area_damaged_open_space,2002_area_damaged_ll,2002_area_damaged_all,2009_CountyName,2009_area_damaged_open_space,2009_area_damaged_ll,2009_area_damaged_all,2007_CountyName,2007_area_damaged_open_space,2007_area_damaged_ll,2007_area_damaged_all,2004_CountyName,2004_area_damaged_open_space,2004_area_damaged_ll,2004_area_damaged_all,2012_CountyName,2012_area_damaged_open_space,2012_area_damaged_ll,2012_area_damaged_all,2019_CountyName,2019_area_damaged_open_space,2019_area_damaged_ll,2019_area_damaged_all,2018_CountyName,2018_area_damaged_open_space,2018_area_damaged_ll,2018_area_damaged_all,2013_CountyName,2013_area_damaged_open_space,2013_area_damaged_ll,2013_area_damaged_all,2015_CountyName,2015_area_damaged_open_space,2015_area_damaged_ll,2015_area_damaged_all,2014_CountyName,2014_area_damaged_open_space,2014_area_damaged_ll,2014_area_damaged_all,2001_CountyName,2001_area_damaged_open_space,2001_area_damaged_ll,2001_area_damaged_all,2005_CountyName,2005_area_damaged_open_space,2005_area_damaged_ll,2005_area_damaged_all,2011_CountyName,2011_area_damaged_open_space,2011_area_damaged_ll,2011_area_damaged_all,2003_CountyName,2003_area_damaged_open_space,2003_area_damaged_ll,2003_area_damaged_all
Durham,0.0,0.0,0.0,Durham,0.0,0.0,0.0,Durham,0.0,0.0,0.0,Durham,0.0,0.0,0.0,Durham,0.0,0.0,0.0,Durham,0.0,0.0,0.0,Durham,0.0,0.0,0.0,Durham,0.0,0.0,0.0,Durham,0.0,0.0,0.0,Durham,0.0,0.0,0.0,Durham,0.0,0.0,0.0,Durham,0.0,0.0,0.0,Durham,0.0,0.0,0.0,Durham,0.0,0.0,0.0,Durham,0.0,0.0,0.0,Durham,0.0,0.0,0.0,Durham,0.0,0.0,0.0,Durham,0.0,0.0,0.0,Durham,0.0,0.0,0.0,Durham,0.0,0.0,0.0,Durham,0.0,0.0,0.0
Orange,0.0,0.0,0.0,Orange,0.0,0.0,0.0,Orange,0.0,0.0,0.0,Orange,0.0,0.0,0.0,Orange,0.0,0.0,0.0,Orange,0.0,0.0,0.0,Orange,0.0,0.0,0.0,Orange,0.0,0.0,0.0,Orange,0.0,0.0,0.0,Orange,0.0,0.0,0.0,Orange,0.0,0.0,0.0,Orange,0.0,0.0,0.0,Orange,0.0,0.0,0.0,Orange,0.0,0.0,0.0,Orange,0.0,0.0,0.0,Orange,0.0,0.0,0.0,Orange,0.0,0.0,0.0,Orange,0.0,0.0,0.0,Orange,0.0,0.0,0.0,Orange,0.0,0.0,0.0,Orange,0.0,0.0,0.0
Chatham,0.0,0.0,0.0,Chatham,0.0,0.0,0.0,Chatham,0.0,0.0,0.0,Chatham,0.0,0.0,0.0,Chatham,0.0,0.0,0.0,Chatham,0.0,0.0,0.0,Chatham,0.0,0.0,0.0,Chatham,0.0,0.0,0.0,Chatham,0.0,0.0,0.0,Chatham,0.0,0.0,0.0,Chatham,0.0,0.0,0.0,Chatham,0.0,0.0,0.0,Chatham,0.0,0.0,0.0,Chatham,0.0,0.0,0.0,Chatham,0.0,0.0,0.0,Chatham,0.0,0.0,0.0,Chatham,0.0,0.0,0.0,Chatham,0.0,0.0,0.0,Chatham,0.0,0.0,0.0,Chatham,0.0,0.0,0.0,Chatham,0.0,0.0,0.0
Alamance,0.0,0.0,0.0,Alamance,0.0,0.0,0.0,Alamance,0.0,0.0,0.0,Alamance,0.0,0.0,0.0,Alamance,0.0,0.0,0.0,Alamance,0.0,0.0,0.0,Alamance,0.0,0.0,0.0,Alamance,0.0,0.0,0.0,Alamance,0.0,0.0,0.0,Alamance,0.0,0.0,0.0,Alamance,0.0,0.0,0.0,Alamance,0.0,0.0,0.0,Alamance,0.0,0.0,0.0,Alamance,0.0,0.0,0.0,Alamance,0.0,0.0,0.0,Alamance,0.0,0.0,0.0,Alamance,0.0,0.0,0.0,Alamance,0.0,0.0,0.0,Alamance,0.0,0.0,0.0,Alamance,0.0,0.0,0.0,Alamance,0.0,0.0,0.0
Harnett,0.0,0.0,0.0,Harnett,0.0,0.0,0.0,Harnett,0.0,0.0,0.0,Harnett,0.0,0.0,0.0,Harnett,0.0,0.0,0.0,Harnett,0.0,0.0,0.0,Harnett,0.0,0.0,0.0,Harnett,0.0,0.0,0.0,Harnett,0.0,0.0,0.0,Harnett,0.0,0.0,0.0,Harnett,0.0,0.0,0.0,Harnett,0.0,0.0,0.0,Harnett,0.0,0.0,0.0,Harnett,0.0,0.0,0.0,Harnett,0.0,0.0,0.0,Harnett,0.0,0.0,0.0,Harnett,0.0,0.0,0.0,Harnett,0.0,0.0,0.0,Harnett,0.0,0.0,0.0,Harnett,0.0,0.0,0.0,Harnett,0.0,0.0,0.0
Moore,0.0,0.0,0.0,Moore,0.0,0.0,0.0,Moore,0.0,0.0,0.0,Moore,0.0,0.0,0.0,Moore,0.0,0.0,0.0,Moore,0.0,0.0,0.0,Moore,0.0,0.0,0.0,Moore,0.0,0.0,0.0,Moore,0.0,0.0,0.0,Moore,0.0,0.0,0.0,Moore,0.0,0.0,0.0,Moore,0.0,0.0,0.0,Moore,0.0,0.0,0.0,Moore,0.0,0.0,0.0,Moore,0.0,0.0,0.0,Moore,0.0,0.0,0.0,Moore,0.0,0.0,0.0,Moore,0.0,0.0,0.0,Moore,0.0,0.0,0.0,Moore,0.0,0.0,0.0,Moore,0.0,0.0,0.0
Beaufort,0.0,0.0,0.0,Beaufort,0.0,0.0,0.0,Beaufort,0.0,0.0,0.0,Beaufort,0.0,0.0,0.0,Beaufort,0.0,0.0,0.0,Beaufort,0.0,0.0,0.0,Beaufort,0.0,0.0,0.0,Beaufort,0.0,0.0,0.0,Beaufort,0.0,0.0,0.0,Beaufort,0.0,0.0,0.0,Beaufort,0.0,0.0,0.0,Beaufort,0.0,0.0,0.0,Beaufort,0.0,0.0,0.0,Beaufort,0.0,0.0,0.0,Beaufort,0.0,0.0,0.0,Beaufort,0.0,0.0,0.0,Beaufort,0.0,0.0,0.0,Beaufort,0.0,0.0,0.0,Beaufort,0.0,0.0,0.0,Beaufort,0.0,0.0,0.0,Beaufort,0.0,0.0,0.0
Martin,0.0,0.0,0.0,Martin,0.0,0.0,0.0,Martin,0.0,0.0,0.0,Martin,0.0,0.0,0.0,Martin,0.0,0.0,0.0,Martin,0.0,0.0,0.0,Martin,0.0,0.0,0.0,Martin,0.0,0.0,0.0,Martin,0.0,0.0,0.0,Martin,0.0,0.0,0.0,Martin,0.0,0.0,0.0,Martin,0.0,0.0,0.0,Martin,0.0,0.0,0.0,Martin,0.0,0.0,0.0,Martin,0.0,0.0,0.0,Martin,0.0,0.0,0.0,Martin,0.0,0.0,0.0,Martin,0.0,0.0,0.0,Martin,0.0,0.0,0.0,Martin,0.0,0.0,0.0,Martin,0.0,0.0,0.0
Pitt,0.0,0.0,0.0,Pitt,0.0,0.0,0.0,Pitt,0.0,0.0,0.0,Pitt,0.0,0.0,0.0,Pitt,0.0,0.0,0.0,Pitt,0.0,0.0,0.0,Pitt,0.0,0.0,0.0,Pitt,0.0,0.0,0.0,Pitt,0.0,0.0,0.0,Pitt,0.0,0.0,0.0,Pitt,0.0,0.0,0.0,Pitt,0.0,0.0,0.0,Pitt,0.0,0.0,0.0,Pitt,0.0,0.0,0.0,Pitt,0.0,0.0,0.0,Pitt,0.0,0.0,0.0,Pitt,0.0,0.0,0.0,Pitt,0.0,0.0,0.0,Pitt,0.0,0.0,0.0,Pitt,0.0,0.0,0.0,Pitt,0.0,0.0,0.0
Greene,0.0,0.0,0.0,Greene,0.0,0.0,0.0,Greene,0.0,0.0,0.0,Greene,0.0,0.0,0.0,Greene,0.0,0.0,0.0,Greene,0.0,0.0,0.0,Greene,0.0,0.0,0.0,Greene,0.0,0.0,0.0,Greene,0.0,0.0,0.0,Greene,0.0,0.0,0.0,Greene,0.0,0.0,0.0,Greene,0.0,0.0,0.0,Greene,0.0,0.0,0.0,Greene,0.0,0.0,0.0,Greene,0.0,0.0,0.0,Greene,0.0,0.0,0.0,Greene,0.0,0.0,0.0,Greene,0.0,0.0,0.0,Greene,0.0,0.0,0.0,Greene,0.0,0.0,0.0,Greene,0.0,0.0,0.0
Wilson,0.0,0.0,0.0,Wilson,0.0,0.0,0.0,Wilson,0.0,0.0,0.0,Wilson,0.0,0.0,0.0,Wilson,0.0,0.0,0.0,Wilson,0.0,0.0,0.0,Wilson,0.0,0.0,0.0,Wilson,0.0,0.0,0.0,Wilson,0.0,0.0,0.0,Wilson,0.0,0.0,0.0,Wilson,0.0,0.0,0.0,Wilson,0.0,0.0,0.0,Wilson,0.0,0.0,0.0,Wilson,0.0,0.0,0.0,Wilson,0.0,0.0,0.0,Wilson,0.0,0.0,0.0,Wilson,0.0,0.0,0.0,Wilson,0.0,0.0,0.0,Wilson,0.0,0.0,0.0,Wilson,0.0,0.0,0.0,Wilson,0.0,0.0,0.0
Wayne,0.0,0.0,0.0,Wayne,0.0,0.0,0.0,Wayne,0.0,0.0,0.0,Wayne,0.0,0.0,0.0,Wayne,0.0,0.0,0.0,Wayne,0.0,0.0,0.0,Wayne,0.0,0.0,0.0,Wayne,0.0,0.0,0.0,Wayne,0.0,0.0,0.0,Wayne,0.0,0.0,0.0,Wayne,0.0,0.0,0.0,Wayne,0.0,0.0,0.0,Wayne,0.0,0.0,0.0,Wayne,0.0,0.0,0.0,Wayne,0.0,0.0,0.0,Wayne,0.0,0.0,0.0,Wayne,0.0,0.0,0.0,Wayne,0.0,0.0,0.0,Wayne,0.0,0.0,0.0,Wayne,0.0,0.0,0.0,Wayne,0.0,0.0,0.0
Anson,0.0,0.0,0.0,Anson,0.0,0.0,0.0,Anson,0.0,0.0,0.0,Anson,0.0,0.0,0.0,Anson,0.0,0.0,0.0,Anson,0.0,0.0,0.0,Anson,0.0,0.0,0.0,Anson,0.0,0.0,0.0,Anson,0.0,0.0,0.0,Anson,0.0,0.0,0.0,Anson,0.0,0.0,0.0,Anson,0.0,0.0,0.0,Anson,0.0,0.0,0.0,Anson,0.0,0.0,0.0,Anson,0.0,0.0,0.0,Anson,0.0,0.0,0.0,Anson,0.0,0.0,0.0,Anson,0.0,0.0,0.0,Anson,0.0,0.0,0.0,Anson,0.0,0.0,0.0,Anson,0.0,0.0,0.0
Lenoir,0.0,0.0,0.0,Lenoir,0.0,0.0,0.0,Lenoir,0.0,0.0,0.0,Lenoir,0.0,0.0,0.0,Lenoir,0.0,0.0,0.0,Lenoir,0.0,0.0,0.0,Lenoir,0.0,0.0,0.0,Lenoir,0.0,0.0,0.0,Lenoir,0.0,0.0,0.0,Lenoir,0.0,0.0,0.0,Lenoir,0.0,0.0,0.0,Lenoir,0.0,0.0,0.0,Lenoir,0.0,0.0,0.0,Lenoir,0.0,0.0,0.0,Lenoir,0.0,0.0,0.0,Lenoir,0.0,0.0,0.0,Lenoir,0.0,0.0,0.0,Lenoir,0.0,0.0,0.0,Lenoir,0.0,0.0,0.0,Lenoir,0.0,0.0,0.0,Lenoir,0.0,0.0,0.0
Robeson,0.0,0.0,0.0,Robeson,0.0,0.0,0.0,Robeson,0.0,0.0,0.0,Robeson,0.0,0.0,0.0,Robeson,0.0,0.0,0.0,Robeson,0.0,0.0,0.0,Robeson,0.0,0.0,0.0,Robeson,0.0,0.0,0.0,Robeson,0.0,0.0,0.0,Robeson,0.0,0.0,0.0,Robeson,0.0,0.0,0.0,Robeson,0.0,0.0,0.0,Robeson,0.0,0.0,0.0,Robeson,0.0,0.0,0.0,Robeson,0.0,0.0,0.0,Robeson,0.0,0.0,0.0,Robeson,0.0,0.0,0.0,Robeson,0.0,0.0,0.0,Robeson,0.0,0.0,0.0,Robeson,0.0,0.0,0.0,Robeson,0.0,0.0,0.0
Hoke,0.0,0.0,0.0,Hoke,0.0,0.0,0.0,Hoke,0.0,0.0,0.0,Hoke,0.0,0.0,0.0,Hoke,0.0,0.0,0.0,Hoke,0.0,0.0,0.0,Hoke,0.0,0.0,0.0,Hoke,0.0,0.0,0.0,Hoke,0.0,0.0,0.0,Hoke,0.0,0.0,0.0,Hoke,0.0,0.0,0.0,Hoke,0.0,0.0,0.0,Hoke,0.0,0.0,0.0,Hoke,0.0,0.0,0.0,Hoke,0.0,0.0,0.0,Hoke,0.0,0.0,0.0,Hoke,0.0,0.0,0.0,Hoke,0.0,0.0,0.0,Hoke,0.0,0.0,0.0,Hoke,0.0,0.0,0.0,Hoke,0.0,0.0,0.0
Johnston,0.0,0.0,0.0,Johnston,0.0,0.0,0.0,Johnston,0.0,0.0,0.0,Johnston,0.0,0.0,0.0,Johnston,0.0,0.0,0.0,Johnston,0.0,0.0,0.0,Johnston,0.0,0.0,0.0,Johnston,0.0,0.0,0.0,Johnston,0.0,0.0,0.0,Johnston,0.0,0.0,0.0,Johnston,0.0,0.0,0.0,Johnston,0.0,0.0,0.0,Johnston,0.0,0.0,0.0,Johnston,0.0,0.0,0.0,Johnston,0.0,0.0,0.0,Johnston,0.0,0.0,0.0,Johnston,0.0,0.0,0.0,Johnston,0.0,0.0,0.0,Johnston,0.0,0.0,0.0,Johnston,0.0,0.0,0.0,Johnston,0.0,0.0,0.0
Brunswick,0.0,0.0,0.0,Brunswick,0.0,0.0,0.0,Brunswick,0.0,0.0,0.0,Brunswick,0.009376027397260274,0.03333942161339421,0.018752054794520547,Brunswick,0.009376027397260274,0.03333942161339421,0.018752054794520547,Brunswick,0.0,0.0,0.0,Brunswick,0.0,0.0,0.0,Brunswick,0.0,0.0,0.0,Brunswick,0.0,0.0,0.0,Brunswick,0.0,0.0,0.0,Brunswick,0.0,0.0,0.0,Brunswick,0.0,0.0,0.0,Brunswick,0.031253424657534244,0.1111314053779807,0.06250684931506849,Brunswick,0.031253424657534244,0.1111314053779807,0.06250684931506849,Brunswick,0.0,0.0,0.0,Brunswick,0.0,0.0,0.0,Brunswick,0.0,0.0,0.0,Brunswick,0.0,0.0,0.0,Brunswick,19.429212328767125,71.12409944190767,38.85842465753425,Brunswick,0.0125013698630137,0.04445256215119228,0.0250027397260274,Brunswick,0.0,0.0,0.0
Columbus,0.0,0.0,0.0,Columbus,0.0,0.0,0.0,Columbus,0.0,0.0,0.0,Columbus,0.0,0.0,0.0,Columbus,0.0,0.0,0.0,Columbus,0.0,0.0,0.0,Columbus,0.0,0.0,0.0,Columbus,0.0,0.0,0.0,Columbus,0.0,0.0,0.0,Columbus,0.0,0.0,0.0,Columbus,0.0,0.0,0.0,Columbus,0.0,0.0,0.0,Columbus,0.0,0.0,0.0,Columbus,0.0,0.0,0.0,Columbus,0.0,0.0,0.0,Columbus,0.0,0.0,0.0,Columbus,0.0,0.0,0.0,Columbus,0.0,0.0,0.0,Columbus,0.0,0.0,0.0,Columbus,0.0,0.0,0.0,Columbus,0.0,0.0,0.0
Bladen,0.0,0.0,0.0,Bladen,0.0,0.0,0.0,Bladen,0.0,0.0,0.0,Bladen,0.0,0.0,0.0,Bladen,0.0,0.0,0.0,Bladen,0.0,0.0,0.0,Bladen,0.0,0.0,0.0,Bladen,0.0,0.0,0.0,Bladen,0.0,0.0,0.0,Bladen,0.0,0.0,0.0,Bladen,0.0,0.0,0.0,Bladen,0.0,0.0,0.0,Bladen,0.0,0.0,0.0,Bladen,0.0,0.0,0.0,Bladen,0.0,0.0,0.0,Bladen,0.0,0.0,0.0,Bladen,0.0,0.0,0.0,Bladen,0.0,0.0,0.0,Bladen,0.0,0.0,0.0,Bladen,0.0,0.0,0.0,Bladen,0.0,0.0,0.0
Onslow,0.0,0.0,0.0,Onslow,0.006581781818181818,0.025222787878787883,0.013163563636363637,Onslow,0.0,0.0,0.0,Onslow,0.0,0.0,0.0,Onslow,0.0,0.0,0.0,Onslow,0.0,0.0,0.0,Onslow,0.0,0.0,0.0,Onslow,0.0,0.0,0.0,Onslow,0.0,0.0,0.0,Onslow,0.0,0.0,0.0,Onslow,0.0,0.0,0.0,Onslow,0.0,0.0,0.0,Onslow,0.009872672727272729,0.03783418181818183,0.019745345454545454,Onslow,15.1737495,58.26464000000001,30.347499,Onslow,0.0,0.0,0.0,Onslow,0.0,0.0,0.0,Onslow,0.0,0.0,0.0,Onslow,0.0,0.0,0.0,Onslow,1.974534545454546,7.566836363636364,3.949069090909092,Onslow,0.0,0.0,0.0,Onslow,0.0,0.0,0.0
Sampson,0.0,0.0,0.0,Sampson,0.0,0.0,0.0,Sampson,0.0,0.0,0.0,Sampson,0.0,0.0,0.0,Sampson,0.0,0.0,0.0,Sampson,0.0,0.0,0.0,Sampson,0.0,0.0,0.0,Sampson,0.0,0.0,0.0,Sampson,0.0,0.0,0.0,Sampson,0.0,0.0,0.0,Sampson,0.0,0.0,0.0,Sampson,0.0,0.0,0.0,Sampson,0.0,0.0,0.0,Sampson,0.0,0.0,0.0,Sampson,0.0,0.0,0.0,Sampson,0.0,0.0,0.0,Sampson,0.0,0.0,0.0,Sampson,0.0,0.0,0.0,Sampson,0.0,0.0,0.0,Sampson,0.0,0.0,0.0,Sampson,0.0,0.0,0.0
